"都道府県コード","都道府県名","市区町村コード","市区町村名","大字町丁目コード","大字町丁目名","緯度","経度","原典資料コード","大字・字・丁目区分コード"
"16","富山県","16201","富山市","162010001000","ひよどり南台","36.691724","137.190533","2","1"
"16","富山県","16201","富山市","162010002001","愛宕町一丁目","36.698981","137.206818","1","3"
"16","富山県","16201","富山市","162010002002","愛宕町二丁目","36.697849","137.206066","1","3"
"16","富山県","16201","富山市","162010003000","悪王寺","36.630250","137.217964","1","1"
"16","富山県","16201","富山市","162010004000","旭町","36.685635","137.228783","1","1"
"16","富山県","16201","富山市","162010005000","芦生","36.539708","137.236254","1","1"
"16","富山県","16201","富山市","162010006001","綾田町一丁目","36.703020","137.237851","1","3"
"16","富山県","16201","富山市","162010006002","綾田町二丁目","36.697826","137.237641","1","3"
"16","富山県","16201","富山市","162010006003","綾田町三丁目","36.696174","137.238990","1","3"
"16","富山県","16201","富山市","162010007001","粟島町一丁目","36.724207","137.227848","1","3"
"16","富山県","16201","富山市","162010007002","粟島町二丁目","36.722565","137.230200","1","3"
"16","富山県","16201","富山市","162010007003","粟島町三丁目","36.720721","137.226767","1","3"
"16","富山県","16201","富山市","162010008000","安住町","36.695176","137.209250","1","1"
"16","富山県","16201","富山市","162010009000","安田町","36.697809","137.208502","1","1"
"16","富山県","16201","富山市","162010010001","安野屋町一丁目","36.692707","137.202084","1","3"
"16","富山県","16201","富山市","162010010002","安野屋町二丁目","36.692497","137.204712","1","3"
"16","富山県","16201","富山市","162010010003","安野屋町三丁目","36.691006","137.202743","1","3"
"16","富山県","16201","富山市","162010011000","安養寺","36.626786","137.209434","1","1"
"16","富山県","16201","富山市","162010012000","安養坊","36.709377","137.191837","1","1"
"16","富山県","16201","富山市","162010013000","庵谷","36.507239","137.226535","1","1"
"16","富山県","16201","富山市","162010014001","磯部町一丁目","36.688894","137.202165","1","3"
"16","富山県","16201","富山市","162010014002","磯部町二丁目","36.687523","137.202802","1","3"
"16","富山県","16201","富山市","162010014003","磯部町三丁目","36.685710","137.202623","1","3"
"16","富山県","16201","富山市","162010014004","磯部町四丁目","36.684041","137.203001","1","3"
"16","富山県","16201","富山市","162010015000","一番町","36.688188","137.212167","1","1"
"16","富山県","16201","富山市","162010016000","一本木","36.716318","137.273092","1","1"
"16","富山県","16201","富山市","162010017000","稲荷園町","36.699016","137.229113","1","1"
"16","富山県","16201","富山市","162010018001","稲荷元町一丁目","36.696983","137.227207","1","3"
"16","富山県","16201","富山市","162010018002","稲荷元町二丁目","36.696093","137.230231","1","3"
"16","富山県","16201","富山市","162010018003","稲荷元町三丁目","36.700515","137.228078","1","3"
"16","富山県","16201","富山市","162010019001","稲荷町一丁目","36.695148","137.226821","1","3"
"16","富山県","16201","富山市","162010019002","稲荷町二丁目","36.694688","137.229020","1","3"
"16","富山県","16201","富山市","162010019003","稲荷町三丁目","36.695031","137.231360","1","3"
"16","富山県","16201","富山市","162010019004","稲荷町四丁目","36.696251","137.232365","1","3"
"16","富山県","16201","富山市","162010020000","稲代","36.572574","137.195327","1","1"
"16","富山県","16201","富山市","162010021000","羽根","36.680210","137.182433","1","1"
"16","富山県","16201","富山市","162010024001","栄町一丁目","36.692560","137.232558","1","3"
"16","富山県","16201","富山市","162010024002","栄町二丁目","36.691161","137.232361","1","3"
"16","富山県","16201","富山市","162010024003","栄町三丁目","36.689825","137.232103","1","3"
"16","富山県","16201","富山市","162010025000","永楽町","36.703132","137.222413","1","1"
"16","富山県","16201","富山市","162010026000","永久町","36.749919","137.247734","1","1"
"16","富山県","16201","富山市","162010027000","越前町","36.688393","137.210320","1","1"
"16","富山県","16201","富山市","162010028000","塩","36.601410","137.193655","1","1"
"16","富山県","16201","富山市","162010029000","於保多町","36.693727","137.226711","1","1"
"16","富山県","16201","富山市","162010030000","奥井町","36.706486","137.225749","1","1"
"16","富山県","16201","富山市","162010031000","奥田寿町","36.705026","137.220287","1","1"
"16","富山県","16201","富山市","162010032000","奥田新町","36.704411","137.217859","1","1"
"16","富山県","16201","富山市","162010033000","奥田双葉町","36.707741","137.219234","1","1"
"16","富山県","16201","富山市","162010034000","奥田町","36.706306","137.219683","1","1"
"16","富山県","16201","富山市","162010035000","奥田本町","36.713788","137.221424","1","1"
"16","富山県","16201","富山市","162010036000","押上","36.617145","137.192958","1","1"
"16","富山県","16201","富山市","162010037000","横越","36.750656","137.285290","1","1"
"16","富山県","16201","富山市","162010040000","岡田","36.581308","137.325682","1","1"
"16","富山県","16201","富山市","162010041001","音羽町一丁目","36.689262","137.227923","1","3"
"16","富山県","16201","富山市","162010041002","音羽町二丁目","36.690088","137.229923","1","3"
"16","富山県","16201","富山市","162010043001","下奥井一丁目","36.713049","137.227845","1","3"
"16","富山県","16201","富山市","162010043002","下奥井二丁目","36.710467","137.226934","1","3"
"16","富山県","16201","富山市","162010044000","下熊野","36.633751","137.208676","1","1"
"16","富山県","16201","富山市","162010045000","下新西町","36.715336","137.212179","1","1"
"16","富山県","16201","富山市","162010046000","下新町","36.712137","137.215836","1","1"
"16","富山県","16201","富山市","162010047000","下新日曹町","36.718329","137.210148","1","1"
"16","富山県","16201","富山市","162010048000","下新北町","36.717371","137.220047","1","1"
"16","富山県","16201","富山市","162010049000","下新本町","36.715598","137.216121","1","1"
"16","富山県","16201","富山市","162010050001","下赤江町一丁目","36.714899","137.235589","1","3"
"16","富山県","16201","富山市","162010050002","下赤江町二丁目","36.715546","137.228931","1","3"
"16","富山県","16201","富山市","162010051000","下千俵","36.625613","137.239849","1","1"
"16","富山県","16201","富山市","162010052000","下双嶺","36.569760","137.275290","2","1"
"16","富山県","16201","富山市","162010053000","下大浦","36.609034","137.264573","1","1"
"16","富山県","16201","富山市","162010054000","下大久保","36.613046","137.209008","1","1"
"16","富山県","16201","富山市","162010055000","下飯野","36.739496","137.264690","1","1"
"16","富山県","16201","富山市","162010056000","下番","36.633635","137.270304","1","1"
"16","富山県","16201","富山市","162010057001","下冨居一丁目","36.724211","137.237779","1","3"
"16","富山県","16201","富山市","162010057002","下冨居二丁目","36.724680","137.237734","1","3"
"16","富山県","16201","富山市","162010058000","下冨居","36.720043","137.236471","1","1"
"16","富山県","16201","富山市","162010059000","下伏","36.557359","137.185685","1","1"
"16","富山県","16201","富山市","162010061000","下野","36.693439","137.182073","1","1"
"16","富山県","16201","富山市","162010062000","下野新","36.692305","137.175886","1","1"
"16","富山県","16201","富山市","162010063000","加賀沢","36.442455","137.217864","1","1"
"16","富山県","16201","富山市","162010064000","加納","36.580900","137.193265","1","1"
"16","富山県","16201","富山市","162010065001","花園町一丁目","36.682159","137.209295","1","3"
"16","富山県","16201","富山市","162010065002","花園町二丁目","36.680969","137.208775","1","3"
"16","富山県","16201","富山市","162010065003","花園町三丁目","36.680223","137.210168","1","3"
"16","富山県","16201","富山市","162010065004","花園町四丁目","36.679847","137.206270","1","3"
"16","富山県","16201","富山市","162010066000","花崎","36.610965","137.288194","1","1"
"16","富山県","16201","富山市","162010067000","花木","36.702908","137.148596","1","1"
"16","富山県","16201","富山市","162010069000","蟹寺","36.463940","137.242352","1","1"
"16","富山県","16201","富山市","162010070000","開","36.682471","137.264171","1","1"
"16","富山県","16201","富山市","162010071000","開ヶ丘","36.674028","137.114955","1","1"
"16","富山県","16201","富山市","162010072000","開発","36.630666","137.250124","1","1"
"16","富山県","16201","富山市","162010073000","掛尾栄町","36.666921","137.208351","1","1"
"16","富山県","16201","富山市","162010074000","掛尾町","36.665220","137.214117","1","1"
"16","富山県","16201","富山市","162010075000","割山","36.541234","137.216051","1","1"
"16","富山県","16201","富山市","162010076000","葛原","36.572192","137.182085","1","1"
"16","富山県","16201","富山市","162010077000","関","36.644839","137.249303","1","1"
"16","富山県","16201","富山市","162010078001","館出町一丁目","36.693817","137.228589","1","3"
"16","富山県","16201","富山市","162010078002","館出町二丁目","36.693689","137.232291","1","3"
"16","富山県","16201","富山市","162010079001","丸の内一丁目","36.692945","137.207882","1","3"
"16","富山県","16201","富山市","162010079002","丸の内二丁目","36.691091","137.207835","1","3"
"16","富山県","16201","富山市","162010079003","丸の内三丁目","36.691413","137.209651","1","3"
"16","富山県","16201","富山市","162010080000","岩稲","36.548903","137.226261","1","1"
