"都道府県コード","都道府県名","市区町村コード","市区町村名","大字町丁目コード","大字町丁目名","緯度","経度","原典資料コード","大字・字・丁目区分コード"
"28","兵庫県","28101","神戸市東灘区","281010001001","向洋町西一丁目","34.695454","135.267198","2","3"
"28","兵庫県","28101","神戸市東灘区","281010001002","向洋町西二丁目","34.694486","135.260124","2","3"
"28","兵庫県","28101","神戸市東灘区","281010001003","向洋町西三丁目","34.691751","135.253745","3","3"
"28","兵庫県","28101","神戸市東灘区","281010001004","向洋町西四丁目","34.689475","135.258520","2","3"
"28","兵庫県","28101","神戸市東灘区","281010001005","向洋町西五丁目","34.690647","135.261707","2","3"
"28","兵庫県","28101","神戸市東灘区","281010001006","向洋町西六丁目","34.683885","135.259991","2","3"
"28","兵庫県","28101","神戸市東灘区","281010002000","住吉町新堂","34.723192","135.256417","3","1"
"28","兵庫県","28101","神戸市東灘区","281010003000","本山町中野","34.737000","135.283167","3","1"
"28","兵庫県","28101","神戸市東灘区","281010004000","本山町野寄","34.734432","135.261019","3","1"
"28","兵庫県","28101","神戸市東灘区","281010005001","魚崎北町一丁目","34.717961","135.275953","2","3"
"28","兵庫県","28101","神戸市東灘区","281010005002","魚崎北町二丁目","34.717569","135.273896","2","3"
"28","兵庫県","28101","神戸市東灘区","281010005003","魚崎北町三丁目","34.716608","135.272031","2","3"
"28","兵庫県","28101","神戸市東灘区","281010005004","魚崎北町四丁目","34.716636","135.270105","2","3"
"28","兵庫県","28101","神戸市東灘区","281010005005","魚崎北町五丁目","34.719527","135.275337","2","3"
"28","兵庫県","28101","神戸市東灘区","281010005006","魚崎北町六丁目","34.719186","135.273488","2","3"
"28","兵庫県","28101","神戸市東灘区","281010005007","魚崎北町七丁目","34.718214","135.271305","2","3"
"28","兵庫県","28101","神戸市東灘区","281010005008","魚崎北町八丁目","34.718441","135.268685","2","3"
"28","兵庫県","28101","神戸市東灘区","281010006001","魚崎中町一丁目","34.716234","135.277345","2","3"
"28","兵庫県","28101","神戸市東灘区","281010006002","魚崎中町二丁目","34.715499","135.275205","2","3"
"28","兵庫県","28101","神戸市東灘区","281010006003","魚崎中町三丁目","34.714785","135.272865","2","3"
"28","兵庫県","28101","神戸市東灘区","281010006004","魚崎中町四丁目","34.713675","135.269942","2","3"
"28","兵庫県","28101","神戸市東灘区","281010007001","魚崎西町一丁目","34.707945","135.267252","2","3"
"28","兵庫県","28101","神戸市東灘区","281010007002","魚崎西町二丁目","34.710543","135.268095","2","3"
"28","兵庫県","28101","神戸市東灘区","281010007003","魚崎西町三丁目","34.711908","135.267576","2","3"
"28","兵庫県","28101","神戸市東灘区","281010007004","魚崎西町四丁目","34.713248","135.267308","2","3"
"28","兵庫県","28101","神戸市東灘区","281010008000","魚崎浜町","34.706406","135.277268","2","1"
"28","兵庫県","28101","神戸市東灘区","281010009001","魚崎南町一丁目","34.713017","135.279567","2","3"
"28","兵庫県","28101","神戸市東灘区","281010009002","魚崎南町二丁目","34.712080","135.277155","2","3"
"28","兵庫県","28101","神戸市東灘区","281010009003","魚崎南町三丁目","34.710965","135.274487","2","3"
"28","兵庫県","28101","神戸市東灘区","281010009004","魚崎南町四丁目","34.710616","135.272534","2","3"
"28","兵庫県","28101","神戸市東灘区","281010009005","魚崎南町五丁目","34.709330","135.269771","2","3"
"28","兵庫県","28101","神戸市東灘区","281010009006","魚崎南町六丁目","34.714638","135.278061","2","3"
"28","兵庫県","28101","神戸市東灘区","281010009007","魚崎南町七丁目","34.713234","135.274506","2","3"
"28","兵庫県","28101","神戸市東灘区","281010009008","魚崎南町八丁目","34.712203","135.271439","2","3"
"28","兵庫県","28101","神戸市東灘区","281010010001","渦森台一丁目","34.738737","135.251598","2","3"
"28","兵庫県","28101","神戸市東灘区","281010010002","渦森台二丁目","34.736994","135.249895","2","3"
"28","兵庫県","28101","神戸市東灘区","281010010003","渦森台三丁目","34.738616","135.247549","2","3"
"28","兵庫県","28101","神戸市東灘区","281010010004","渦森台四丁目","34.740864","135.247051","2","3"
"28","兵庫県","28101","神戸市東灘区","281010011001","青木一丁目","34.717167","135.287611","2","3"
"28","兵庫県","28101","神戸市東灘区","281010011002","青木二丁目","34.715201","135.284506","2","3"
"28","兵庫県","28101","神戸市東灘区","281010011003","青木三丁目","34.714710","135.282220","2","3"
"28","兵庫県","28101","神戸市東灘区","281010011004","青木四丁目","34.720118","135.287767","2","3"
