"“s“¹•{Œ§ƒR[ƒh","“s“¹•{Œ§–¼","Žs‹æ’¬‘ºƒR[ƒh","Žs‹æ’¬‘º–¼","‘åŽš’¬’š–ÚƒR[ƒh","‘åŽš’¬’š–Ú–¼","ˆÜ“x","Œo“x","Œ´“TŽ‘—¿ƒR[ƒh","‘åŽšEŽšE’š–Ú‹æ•ªƒR[ƒh"
"09","“È–ØŒ§","09201","‰F“s‹{Žs","092010001001","‚³‚Â‚«ˆê’š–Ú","36.489122","139.858743","1","3"
"09","“È–ØŒ§","09201","‰F“s‹{Žs","092010001002","‚³‚Â‚«“ñ’š–Ú","36.486093","139.862835","1","3"
"09","“È–ØŒ§","09201","‰F“s‹{Žs","092010001003","‚³‚Â‚«ŽO’š–Ú","36.482893","139.861374","1","3"
"09","“È–ØŒ§","09201","‰F“s‹{Žs","092010002000","‚³‚é‚â‚Ü’¬","36.512926","139.913637","1","1"
"09","“È–ØŒ§","09201","‰F“s‹{Žs","092010003000","‚Ý‚Ç‚è–ì’¬","36.496106","139.860714","1","1"
"09","“È–ØŒ§","09201","‰F“s‹{Žs","092010004001","ˆ®ˆê’š–Ú","36.554634","139.883116","1","3"
"09","“È–ØŒ§","09201","‰F“s‹{Žs","092010004002","ˆ®“ñ’š–Ú","36.552187","139.885045","1","3"
"09","“È–ØŒ§","09201","‰F“s‹{Žs","092010005001","ˆê‚Ì‘òˆê’š–Ú","36.567960","139.857728","1","3"
"09","“È–ØŒ§","09201","‰F“s‹{Žs","092010005002","ˆê‚Ì‘ò“ñ’š–Ú","36.571131","139.856741","1","3"
"09","“È–ØŒ§","09201","‰F“s‹{Žs","092010006000","ˆêƒm‘ò’¬","36.576162","139.859136","1","1"
"09","“È–ØŒ§","09201","‰F“s‹{Žs","092010007001","ˆêðˆê’š–Ú","36.554227","139.880349","1","3"
"09","“È–ØŒ§","09201","‰F“s‹{Žs","092010007002","ˆêð“ñ’š–Ú","36.551902","139.881440","1","3"
"09","“È–ØŒ§","09201","‰F“s‹{Žs","092010007003","ˆêðŽO’š–Ú","36.553681","139.877146","1","3"
"09","“È–ØŒ§","09201","‰F“s‹{Žs","092010007004","ˆêðŽl’š–Ú","36.551972","139.877533","1","3"
"09","“È–ØŒ§","09201","‰F“s‹{Žs","092010008000","ˆê”Ô’¬","36.559270","139.889839","1","1"
"09","“È–ØŒ§","09201","‰F“s‹{Žs","092010009000","‰H‹“c’¬","36.484277","139.880618","1","1"
"09","“È–ØŒ§","09201","‰F“s‹{Žs","092010010000","‰h’¬","36.563072","139.890030","1","1"
"09","“È–ØŒ§","09201","‰F“s‹{Žs","092010011001","‰w‘O’Ê‚èˆê’š–Ú","36.561339","139.896975","1","3"
"09","“È–ØŒ§","09201","‰F“s‹{Žs","092010011002","‰w‘O’Ê‚è“ñ’š–Ú","36.558323","139.894453","1","3"
"09","“È–ØŒ§","09201","‰F“s‹{Žs","092010011003","‰w‘O’Ê‚èŽO’š–Ú","36.558158","139.896598","1","3"
"09","“È–ØŒ§","09201","‰F“s‹{Žs","092010012001","‰zŒËˆê’š–Ú","36.564263","139.924208","1","3"
"09","“È–ØŒ§","09201","‰F“s‹{Žs","092010012002","‰zŒË“ñ’š–Ú","36.568377","139.922254","1","3"
"09","“È–ØŒ§","09201","‰F“s‹{Žs","092010012003","‰zŒËŽO’š–Ú","36.567858","139.924603","1","3"
"09","“È–ØŒ§","09201","‰F“s‹{Žs","092010012004","‰zŒËŽl’š–Ú","36.568647","139.926203","1","3"
"09","“È–ØŒ§","09201","‰F“s‹{Žs","092010013000","‰zŒË’¬","36.572428","139.924398","1","1"
"09","“È–ØŒ§","09201","‰F“s‹{Žs","092010014001","‰¡ŽRˆê’š–Ú","36.617423","139.890014","1","3"
"09","“È–ØŒ§","09201","‰F“s‹{Žs","092010014002","‰¡ŽR“ñ’š–Ú","36.616989","139.888224","1","3"
"09","“È–ØŒ§","09201","‰F“s‹{Žs","092010014003","‰¡ŽRŽO’š–Ú","36.622141","139.887080","1","3"
"09","“È–ØŒ§","09201","‰F“s‹{Žs","092010015000","‰¡ŽR’¬","36.624275","139.875914","1","1"
"09","“È–ØŒ§","09201","‰F“s‹{Žs","092010016000","‰¡“cV’¬","36.511969","139.878442","1","1"
"09","“È–ØŒ§","09201","‰F“s‹{Žs","092010017000","‰®”Â’¬","36.514659","139.898415","1","1"
"09","“È–ØŒ§","09201","‰F“s‹{Žs","092010018000","‰º‰¡‘q’¬","36.636855","139.864940","1","1"
"09","“È–ØŒ§","09201","‰F“s‹{Žs","092010019000","‰º‰¡“c’¬","36.479816","139.892341","1","1"
"09","“È–ØŒ§","09201","‰F“s‹{Žs","092010020001","‰º‰ÍŒ´ˆê’š–Ú","36.549033","139.886027","1","3"
"09","“È–ØŒ§","09201","‰F“s‹{Žs","092010021000","‰º‰ÍŒ´’¬","36.546402","139.883342","1","1"
"09","“È–ØŒ§","09201","‰F“s‹{Žs","092010022000","‰º‹àˆä’¬","36.626145","139.855391","1","1"
"09","“È–ØŒ§","09201","‰F“s‹{Žs","092010023001","‰ºŒIˆê’š–Ú","36.537569","139.900142","1","3"
"09","“È–ØŒ§","09201","‰F“s‹{Žs","092010024000","‰ºŒI’¬","36.527224","139.910360","1","1"
"09","“È–ØŒ§","09201","‰F“s‹{Žs","092010025000","‰ºŒK“‡’¬","36.506229","139.944095","1","1"
"09","“È–ØŒ§","09201","‰F“s‹{Žs","092010026000","‰ºŒ‡’¬","36.519833","139.835434","1","1"
"09","“È–ØŒ§","09201","‰F“s‹{Žs","092010027001","‰ºŒËÕˆê’š–Ú","36.571968","139.879892","1","3"
