"都道府県コード","都道府県名","市区町村コード","市区町村名","大字町丁目コード","大字町丁目名","緯度","経度","原典資料コード","大字・字・丁目区分コード"
"10","群馬県","10201","前橋市","102010002000","稲荷新田町","36.358034","139.055933","1","1"
"10","群馬県","10201","前橋市","102010003000","横手町","36.335194","139.080660","1","1"
"10","群馬県","10201","前橋市","102010004000","横沢町","36.428276","139.137205","1","1"
"10","群馬県","10201","前橋市","102010005000","荻窪町","36.416018","139.130209","1","1"
"10","群馬県","10201","前橋市","102010006000","下阿内町","36.324867","139.106027","1","1"
"10","群馬県","10201","前橋市","102010007000","下沖町","36.399768","139.093760","1","1"
"10","群馬県","10201","前橋市","102010008000","下佐鳥町","36.348557","139.096535","1","1"
"10","群馬県","10201","前橋市","102010009000","下細井町","36.410362","139.082940","1","1"
"10","群馬県","10201","前橋市","102010010001","下小出町一丁目","36.408172","139.067294","1","3"
"10","群馬県","10201","前橋市","102010010002","下小出町二丁目","36.411256","139.065235","1","3"
"10","群馬県","10201","前橋市","102010010003","下小出町三丁目","36.415857","139.063303","1","3"
"10","群馬県","10201","前橋市","102010011000","下新田町","36.357046","139.066934","1","1"
"10","群馬県","10201","前橋市","102010012000","下石倉町","36.381118","139.056806","1","1"
"10","群馬県","10201","前橋市","102010013000","下川町","36.329625","139.088534","1","1"
"10","群馬県","10201","前橋市","102010014000","下増田町","36.344404","139.157705","1","1"
"10","群馬県","10201","前橋市","102010015000","下大屋町","36.391759","139.173591","1","1"
"10","群馬県","10201","前橋市","102010016000","下大島町","36.359116","139.122102","1","1"
"10","群馬県","10201","前橋市","102010017000","下長磯町","36.367343","139.128480","1","1"
"10","群馬県","10201","前橋市","102010018000","河原浜町","36.425436","139.166553","1","1"
"10","群馬県","10201","前橋市","102010019003","関根町三丁目","36.433404","139.042562","1","3"
"10","群馬県","10201","前橋市","102010020000","関根町","36.435206","139.049000","1","1"
