"都道府県コード","都道府県名","市区町村コード","市区町村名","大字町丁目コード","大字町丁目名","緯度","経度","原典資料コード","大字・字・丁目区分コード"
"14","神奈川県","14101","横浜市鶴見区","141010001000","安善町一丁目","35.498152","139.701551","1","2"
"14","神奈川県","14101","横浜市鶴見区","141010002000","安善町二丁目","35.492495","139.705297","1","2"
"14","神奈川県","14101","横浜市鶴見区","141010003000","栄町通一丁目","35.507411","139.690036","1","2"
"14","神奈川県","14101","横浜市鶴見区","141010004000","栄町通二丁目","35.508831","139.690220","1","2"
"14","神奈川県","14101","横浜市鶴見区","141010005000","栄町通三丁目","35.511221","139.689649","1","2"
"14","神奈川県","14101","横浜市鶴見区","141010006000","栄町通四丁目","35.512649","139.689211","1","2"
"14","神奈川県","14101","横浜市鶴見区","141010007001","下末吉一丁目","35.517939","139.670668","1","3"
"14","神奈川県","14101","横浜市鶴見区","141010007002","下末吉二丁目","35.520629","139.674309","1","3"
"14","神奈川県","14101","横浜市鶴見区","141010007003","下末吉三丁目","35.524128","139.674157","1","3"
"14","神奈川県","14101","横浜市鶴見区","141010007004","下末吉四丁目","35.522482","139.670708","1","3"
"14","神奈川県","14101","横浜市鶴見区","141010007005","下末吉五丁目","35.519090","139.666687","1","3"
"14","神奈川県","14101","横浜市鶴見区","141010007006","下末吉六丁目","35.521215","139.665143","1","3"
"14","神奈川県","14101","横浜市鶴見区","141010008000","下野谷町一丁目","35.500954","139.679364","1","2"
"14","神奈川県","14101","横浜市鶴見区","141010009000","下野谷町二丁目","35.499762","139.681056","1","2"
"14","神奈川県","14101","横浜市鶴見区","141010010000","下野谷町三丁目","35.499215","139.682179","1","2"
"14","神奈川県","14101","横浜市鶴見区","141010011000","下野谷町四丁目","35.498107","139.683578","1","2"
"14","神奈川県","14101","横浜市鶴見区","141010012001","梶山一丁目","35.527787","139.662917","1","3"
"14","神奈川県","14101","横浜市鶴見区","141010012002","梶山二丁目","35.529027","139.659629","1","3"
"14","神奈川県","14101","横浜市鶴見区","141010013000","寛政町","35.501640","139.701152","1","1"
"14","神奈川県","14101","横浜市鶴見区","141010014001","岸谷一丁目","35.495161","139.663869","1","3"
"14","神奈川県","14101","横浜市鶴見区","141010014002","岸谷二丁目","35.494661","139.660271","1","3"
"14","神奈川県","14101","横浜市鶴見区","141010014003","岸谷三丁目","35.501426","139.665435","1","3"
"14","神奈川県","14101","横浜市鶴見区","141010014004","岸谷四丁目","35.499200","139.667962","1","3"
"14","神奈川県","14101","横浜市鶴見区","141010015001","駒岡一丁目","35.522574","139.653471","1","3"
"14","神奈川県","14101","横浜市鶴見区","141010015002","駒岡二丁目","35.528539","139.649816","1","3"
"14","神奈川県","14101","横浜市鶴見区","141010015003","駒岡三丁目","35.530207","139.655845","1","3"
"14","神奈川県","14101","横浜市鶴見区","141010015004","駒岡四丁目","35.535435","139.656994","1","3"
"14","神奈川県","14101","横浜市鶴見区","141010015005","駒岡五丁目","35.535488","139.651429","1","3"
"14","神奈川県","14101","横浜市鶴見区","141010016001","元宮一丁目","35.521859","139.682896","1","3"
