"都道府県コード","都道府県名","市区町村コード","市区町村名","大字町丁目コード","大字町丁目名","緯度","経度","原典資料コード","大字・字・丁目区分コード"
"06","山形県","06201","山形市","062010053002","高堂二丁目","38.239560","140.308407","1","3"
"06","山形県","06201","山形市","062010054000","高堂","38.240021","140.310546","1","1"
"06","山形県","06201","山形市","062010055000","高木","38.237194","140.285449","1","1"
"06","山形県","06201","山形市","062010056000","佐倉宿","38.232313","140.280922","2","1"
"06","山形県","06201","山形市","062010057000","砂塚","38.260586","140.306373","1","1"
"06","山形県","06201","山形市","062010058000","砂田","38.258684","140.292577","2","1"
"06","山形県","06201","山形市","062010059000","才津","38.246191","140.270950","2","1"
"06","山形県","06201","山形市","062010060000","肴町","38.262071","140.331215","1","1"
"06","山形県","06201","山形市","062010061000","桜ケ丘","38.252612","140.260423","2","1"
"06","山形県","06201","山形市","062010062000","桜町","38.252961","140.332003","1","1"
"06","山形県","06201","山形市","062010063001","桜田西一丁目","38.221131","140.317367","1","3"
"06","山形県","06201","山形市","062010063002","桜田西二丁目","38.219545","140.317201","1","3"
"06","山形県","06201","山形市","062010063003","桜田西三丁目","38.220782","140.314057","1","3"
"06","山形県","06201","山形市","062010063004","桜田西四丁目","38.217965","140.316284","1","3"
"06","山形県","06201","山形市","062010063005","桜田西五丁目","38.220520","140.312111","1","3"
"06","山形県","06201","山形市","062010064001","桜田東一丁目","38.220654","140.321422","1","3"
"06","山形県","06201","山形市","062010064002","桜田東二丁目","38.220966","140.323860","1","3"
"06","山形県","06201","山形市","062010064003","桜田東三丁目","38.218106","140.321984","1","3"
"06","山形県","06201","山形市","062010064004","桜田東四丁目","38.218722","140.326065","1","3"
"06","山形県","06201","山形市","062010065000","桜田南","38.215814","140.313358","1","1"
"06","山形県","06201","山形市","062010066000","三つ江","38.227883","140.315271","2","1"
"06","山形県","06201","山形市","062010067000","三社","38.313723","140.302858","2","1"
"06","山形県","06201","山形市","062010068001","三日町一丁目","38.241699","140.336503","1","3"
"06","山形県","06201","山形市","062010068002","三日町二丁目","38.242986","140.338919","1","3"
"06","山形県","06201","山形市","062010069001","山家町一丁目","38.265583","140.359220","1","3"
"06","山形県","06201","山形市","062010069002","山家町二丁目","38.265253","140.361252","1","3"
"06","山形県","06201","山形市","062010070001","山家本町一丁目","38.265335","140.365864","1","3"
"06","山形県","06201","山形市","062010070002","山家本町二丁目","38.266593","140.366290","1","3"
"06","山形県","06201","山形市","062010071000","寺西","38.298323","140.365295","1","1"
"06","山形県","06201","山形市","062010072000","七十刈","38.299268","140.321941","2","1"
