"都道府県コード","都道府県名","市区町村コード","市区町村名","大字町丁目コード","大字町丁目名","緯度","経度","原典資料コード","大字・字・丁目区分コード"
"30","和歌山県","30201","和歌山市","302010001000","葵町","34.213398","135.162887","2","1"
"30","和歌山県","30201","和歌山市","302010002000","秋月","34.230338","135.205167","2","1"
"30","和歌山県","30201","和歌山市","302010003000","秋葉町","34.201491","135.171255","2","1"
"30","和歌山県","30201","和歌山市","302010004000","朝日","34.192613","135.218458","2","1"
"30","和歌山県","30201","和歌山市","302010005000","芦辺丁","34.224064","135.175781","2","1"
"30","和歌山県","30201","和歌山市","302010006000","小豆島","34.253429","135.229516","2","1"
"30","和歌山県","30201","和歌山市","302010007000","網屋町","34.229017","135.161865","2","1"
"30","和歌山県","30201","和歌山市","302010008000","有家","34.224485","135.201247","2","1"
"30","和歌山県","30201","和歌山市","302010009000","有田屋町","34.227675","135.165552","2","1"
"30","和歌山県","30201","和歌山市","302010010000","有田屋町南ノ丁","34.226960","135.165631","2","1"
"30","和歌山県","30201","和歌山市","302010011000","有本","34.247261","135.193934","2","1"
"30","和歌山県","30201","和歌山市","302010012000","新内","34.233653","135.184238","2","1"
"30","和歌山県","30201","和歌山市","302010013000","粟","34.251376","135.174178","2","1"
"30","和歌山県","30201","和歌山市","302010014000","石橋丁","34.238434","135.167454","2","1"
"30","和歌山県","30201","和歌山市","302010015000","磯の浦","34.267804","135.094014","2","1"
"30","和歌山県","30201","和歌山市","302010016000","板屋町","34.233638","135.169937","2","1"
"30","和歌山県","30201","和歌山市","302010017000","伊太祈曽","34.201607","135.251955","2","1"
"30","和歌山県","30201","和歌山市","302010018000","市小路","34.256256","135.164658","2","1"
"30","和歌山県","30201","和歌山市","302010019000","一番丁","34.229064","135.171763","2","1"
"30","和歌山県","30201","和歌山市","302010020000","五筋目","34.240327","135.170584","2","1"
"30","和歌山県","30201","和歌山市","302010021000","井戸","34.195767","135.227942","2","1"
"30","和歌山県","30201","和歌山市","302010022000","井ノ口","34.237975","135.250972","2","1"
