"都道府県コード","都道府県名","市区町村コード","市区町村名","大字町丁目コード","大字町丁目名","緯度","経度","原典資料コード","大字・字・丁目区分コード"
"05","秋田県","05201","秋田市","052010001000","旭川新藤田西町","39.740636","140.125492","1","1"
"05","秋田県","05201","秋田市","052010002000","旭川新藤田東町","39.740747","140.129073","1","1"
"05","秋田県","05201","秋田市","052010003000","旭川清澄町","39.743261","140.128558","1","1"
"05","秋田県","05201","秋田市","052010004000","旭川南町","39.737065","140.127999","1","1"
"05","秋田県","05201","秋田市","052010005001","旭南一丁目","39.710999","140.109589","1","3"
"05","秋田県","05201","秋田市","052010005002","旭南二丁目","39.709902","140.112626","1","3"
"05","秋田県","05201","秋田市","052010005003","旭南三丁目","39.707484","140.107977","1","3"
"05","秋田県","05201","秋田市","052010006000","旭北栄町","39.720718","140.109795","1","1"
"05","秋田県","05201","秋田市","052010007000","旭北錦町","39.714282","140.109190","1","1"
"05","秋田県","05201","秋田市","052010008000","旭北寺町","39.716020","140.110804","1","1"
"05","秋田県","05201","秋田市","052010009001","茨島一丁目","39.701138","140.098803","1","3"
"05","秋田県","05201","秋田市","052010009002","茨島二丁目","39.700234","140.104597","1","3"
"05","秋田県","05201","秋田市","052010009003","茨島三丁目","39.699637","140.097645","1","3"
"05","秋田県","05201","秋田市","052010009004","茨島四丁目","39.696967","140.101149","1","3"
"05","秋田県","05201","秋田市","052010009005","茨島五丁目","39.694709","140.091365","1","3"
"05","秋田県","05201","秋田市","052010009006","茨島六丁目","39.693177","140.097116","1","3"
"05","秋田県","05201","秋田市","052010009007","茨島七丁目","39.689276","140.102255","1","3"
"05","秋田県","05201","秋田市","052010010001","横森一丁目","39.706629","140.137564","1","3"
"05","秋田県","05201","秋田市","052010010002","横森二丁目","39.704861","140.141266","1","3"
"05","秋田県","05201","秋田市","052010010003","横森三丁目","39.704267","140.146132","1","3"
"05","秋田県","05201","秋田市","052010010004","横森四丁目","39.706649","140.145757","1","3"
"05","秋田県","05201","秋田市","052010010005","横森五丁目","39.708878","140.143093","1","3"
"05","秋田県","05201","秋田市","052010011001","卸町一丁目","39.702723","140.108405","1","3"
"05","秋田県","05201","秋田市","052010011002","卸町二丁目","39.700393","140.110162","1","3"
"05","秋田県","05201","秋田市","052010011003","卸町三丁目","39.699006","140.109908","1","3"
