"都道府県コード","都道府県名","市区町村コード","市区町村名","大字町丁目コード","大字町丁目名","緯度","経度","原典資料コード","大字・字・丁目区分コード"
"03","岩手県","03201","盛岡市","032010001000","つつじが丘","39.708232","141.180238","1","1"
"03","岩手県","03201","盛岡市","032010002001","みたけ一丁目","39.735897","141.121909","1","3"
"03","岩手県","03201","盛岡市","032010002002","みたけ二丁目","39.742937","141.124462","1","3"
"03","岩手県","03201","盛岡市","032010002003","みたけ三丁目","39.737654","141.119342","1","3"
"03","岩手県","03201","盛岡市","032010002004","みたけ四丁目","39.745263","141.121364","1","3"
"03","岩手県","03201","盛岡市","032010002005","みたけ五丁目","39.741399","141.111340","1","3"
"03","岩手県","03201","盛岡市","032010002006","みたけ六丁目","39.745159","141.113733","1","3"
"03","岩手県","03201","盛岡市","032010003000","愛宕下","39.713097","141.158846","1","1"
"03","岩手県","03201","盛岡市","032010004000","愛宕町","39.708796","141.158288","1","1"
"03","岩手県","03201","盛岡市","032010005000","安倍館町","39.719598","141.126580","1","1"
"03","岩手県","03201","盛岡市","032010006000","稲荷町","39.709112","141.113986","1","1"
"03","岩手県","03201","盛岡市","032010007000","羽場十地割","39.654720","141.128354","1","2"
"03","岩手県","03201","盛岡市","032010008000","羽場十一地割","39.654269","141.124781","1","2"
"03","岩手県","03201","盛岡市","032010009000","羽場十二地割","39.655172","141.122076","1","2"
"03","岩手県","03201","盛岡市","032010010000","羽場十三地割","39.655672","141.114877","1","2"
"03","岩手県","03201","盛岡市","032010011000","羽場十四地割","39.657380","141.111932","1","2"
"03","岩手県","03201","盛岡市","032010012000","羽場十五地割","39.655964","141.108177","1","2"
"03","岩手県","03201","盛岡市","032010013000","羽場十六地割","39.655722","141.103623","1","2"
"03","岩手県","03201","盛岡市","032010014000","羽場十七地割","39.652419","141.110931","1","2"
"03","岩手県","03201","盛岡市","032010015000","羽場十八地割","39.652500","141.105664","1","2"
"03","岩手県","03201","盛岡市","032010016000","羽場十九地割","39.650114","141.087490","1","2"
"03","岩手県","03201","盛岡市","032010017000","羽場一地割","39.662981","141.099090","1","2"
"03","岩手県","03201","盛岡市","032010018000","羽場二十地割","39.652037","141.099610","1","2"
"03","岩手県","03201","盛岡市","032010019000","羽場二地割","39.659225","141.103182","1","2"
"03","岩手県","03201","盛岡市","032010020000","羽場三地割","39.661959","141.103788","1","2"
"03","岩手県","03201","盛岡市","032010021000","羽場四地割","39.661605","141.107656","1","2"
"03","岩手県","03201","盛岡市","032010022000","羽場五地割","39.662005","141.113401","1","2"
"03","岩手県","03201","盛岡市","032010023000","羽場六地割","39.659688","141.119052","1","2"
"03","岩手県","03201","盛岡市","032010024000","羽場七地割","39.658913","141.116222","1","2"
"03","岩手県","03201","盛岡市","032010025000","羽場八地割","39.657659","141.121544","1","2"
"03","岩手県","03201","盛岡市","032010026000","羽場九地割","39.656563","141.126606","1","2"
"03","岩手県","03201","盛岡市","032010027000","永井十地割","39.654367","141.140755","1","2"
"03","岩手県","03201","盛岡市","032010028000","永井十一地割","39.654625","141.136778","1","2"
"03","岩手県","03201","盛岡市","032010029000","永井十二地割","39.657637","141.138691","1","2"
"03","岩手県","03201","盛岡市","032010030000","永井十三地割","39.655937","141.139287","1","2"
"03","岩手県","03201","盛岡市","032010031000","永井十四地割","39.658777","141.140575","1","2"
"03","岩手県","03201","盛岡市","032010032000","永井十五地割","39.656025","141.147552","1","2"
"03","岩手県","03201","盛岡市","032010033000","永井十六地割","39.654812","141.143878","1","2"
"03","岩手県","03201","盛岡市","032010034000","永井十七地割","39.654295","141.148201","1","2"
"03","岩手県","03201","盛岡市","032010035000","永井十八地割","39.650680","141.143940","1","2"
"03","岩手県","03201","盛岡市","032010036000","永井十九地割","39.650734","141.147905","1","2"
"03","岩手県","03201","盛岡市","032010037000","永井一地割","39.655912","141.131788","1","2"
"03","岩手県","03201","盛岡市","032010038000","永井二十地割","39.652475","141.148949","1","2"
"03","岩手県","03201","盛岡市","032010039000","永井二十一地割","39.654136","141.154218","1","2"
"03","岩手県","03201","盛岡市","032010040000","永井二十二地割","39.655505","141.153840","1","2"
"03","岩手県","03201","盛岡市","032010041000","永井二十三地割","39.652707","141.151584","1","2"
"03","岩手県","03201","盛岡市","032010042000","永井二十四地割","39.652538","141.155096","1","2"
"03","岩手県","03201","盛岡市","032010043000","永井二十五地割","39.648598","141.153897","1","2"
"03","岩手県","03201","盛岡市","032010044000","永井二十六地割","39.647097","141.150082","1","2"
"03","岩手県","03201","盛岡市","032010045000","永井二十七地割","39.645429","141.150104","1","2"
"03","岩手県","03201","盛岡市","032010046000","永井二十八地割","39.644168","141.151545","1","2"
"03","岩手県","03201","盛岡市","032010047000","永井二十九地割","39.644270","141.147590","1","2"
"03","岩手県","03201","盛岡市","032010048000","永井二地割","39.653053","141.131996","1","2"
"03","岩手県","03201","盛岡市","032010049000","永井三十地割","39.645897","141.142933","1","2"
"03","岩手県","03201","盛岡市","032010050000","永井三十一地割","39.644098","141.142099","1","2"
"03","岩手県","03201","盛岡市","032010051000","永井三地割","39.649069","141.134065","1","2"
"03","岩手県","03201","盛岡市","032010052000","永井四地割","39.645984","141.135695","1","2"
"03","岩手県","03201","盛岡市","032010053000","永井五地割","39.643920","141.137837","1","2"
"03","岩手県","03201","盛岡市","032010054000","永井六地割","39.645209","141.139802","1","2"
"03","岩手県","03201","盛岡市","032010055000","永井七地割","39.648006","141.138518","1","2"
"03","岩手県","03201","盛岡市","032010056000","永井八地割","39.651876","141.135160","1","2"
"03","岩手県","03201","盛岡市","032010057000","永井九地割","39.649350","141.140740","1","2"
"03","岩手県","03201","盛岡市","032010058000","乙部十地割","39.612800","141.212212","1","2"
"03","岩手県","03201","盛岡市","032010059000","乙部十一地割","39.613888","141.206113","1","2"
"03","岩手県","03201","盛岡市","032010060000","乙部十二地割","39.613325","141.203074","1","2"
"03","岩手県","03201","盛岡市","032010061000","乙部十三地割","39.611010","141.201375","1","2"
"03","岩手県","03201","盛岡市","032010062000","乙部十四地割","39.608698","141.205815","1","2"
"03","岩手県","03201","盛岡市","032010063000","乙部十五地割","39.608263","141.212532","1","2"
"03","岩手県","03201","盛岡市","032010064000","乙部十六地割","39.610211","141.215350","1","2"
"03","岩手県","03201","盛岡市","032010065000","乙部十七地割","39.610113","141.219138","1","2"
"03","岩手県","03201","盛岡市","032010066000","乙部十八地割","39.612212","141.225136","1","2"
"03","岩手県","03201","盛岡市","032010068000","乙部一地割","39.621369","141.209612","1","2"
"03","岩手県","03201","盛岡市","032010070000","乙部二十一地割","39.610230","141.226428","1","2"
"03","岩手県","03201","盛岡市","032010071000","乙部二十二地割","39.607603","141.221902","1","2"
"03","岩手県","03201","盛岡市","032010072000","乙部二十三地割","39.606499","141.215491","1","2"
"03","岩手県","03201","盛岡市","032010073000","乙部二十四地割","39.605466","141.210199","1","2"
"03","岩手県","03201","盛岡市","032010074000","乙部二十五地割","39.605161","141.205180","1","2"
"03","岩手県","03201","盛岡市","032010075000","乙部二十六地割","39.602831","141.207172","1","2"
"03","岩手県","03201","盛岡市","032010076000","乙部二十七地割","39.602501","141.203338","1","2"
"03","岩手県","03201","盛岡市","032010077000","乙部二十八地割","39.605100","141.202939","1","2"
"03","岩手県","03201","盛岡市","032010078000","乙部二十九地割","39.609010","141.200154","1","2"
"03","岩手県","03201","盛岡市","032010079000","乙部二地割","39.617983","141.201524","1","2"
"03","岩手県","03201","盛岡市","032010080000","乙部三十地割","39.607662","141.198170","1","2"
"03","岩手県","03201","盛岡市","032010081000","乙部三十一地割","39.607299","141.194792","1","2"
"03","岩手県","03201","盛岡市","032010082000","乙部三十二地割","39.602608","141.199153","1","2"
"03","岩手県","03201","盛岡市","032010083000","乙部三地割","39.620567","141.196362","1","2"
"03","岩手県","03201","盛岡市","032010084000","乙部四地割","39.618599","141.192260","1","2"
"03","岩手県","03201","盛岡市","032010085000","乙部五地割","39.615013","141.191299","1","2"
"03","岩手県","03201","盛岡市","032010086000","乙部六地割","39.613823","141.194197","1","2"
"03","岩手県","03201","盛岡市","032010087000","乙部七地割","39.614102","141.196524","1","2"
"03","岩手県","03201","盛岡市","032010088000","乙部八地割","39.614235","141.200250","1","2"
"03","岩手県","03201","盛岡市","032010089000","乙部九地割","39.615152","141.203184","1","2"
"03","岩手県","03201","盛岡市","032010090000","下ノ橋町","39.696523","141.150669","1","1"
"03","岩手県","03201","盛岡市","032010091000","下鹿妻字南田","39.671713","141.128408","1","2"
"03","岩手県","03201","盛岡市","032010092000","下厨川字稲荷向","39.705052","141.118935","1","2"
"03","岩手県","03201","盛岡市","032010093000","下厨川字穴口","39.759118","141.128302","1","2"
"03","岩手県","03201","盛岡市","032010094000","下厨川字四十四田","39.749044","141.139450","1","2"
"03","岩手県","03201","盛岡市","032010095000","下厨川字鍋屋敷","39.768857","141.147251","1","2"
"03","岩手県","03201","盛岡市","032010096000","下太田下川原","39.697049","141.118295","1","1"
"03","岩手県","03201","盛岡市","032010097000","下太田沢田","39.697712","141.107445","1","1"
"03","岩手県","03201","盛岡市","032010098000","下飯岡十地割","39.671601","141.122424","1","2"
"03","岩手県","03201","盛岡市","032010099000","下飯岡十一地割","39.666401","141.127688","1","2"
"03","岩手県","03201","盛岡市","032010100000","下飯岡十二地割","39.670123","141.126926","1","2"
"03","岩手県","03201","盛岡市","032010101000","下飯岡十三地割","39.664293","141.128351","1","2"
"03","岩手県","03201","盛岡市","032010102000","下飯岡十四地割","39.664383","141.126089","1","2"
"03","岩手県","03201","盛岡市","032010103000","下飯岡十五地割","39.661989","141.123533","1","2"
"03","岩手県","03201","盛岡市","032010104000","下飯岡十六地割","39.659587","141.125327","1","2"
"03","岩手県","03201","盛岡市","032010105000","下飯岡十七地割","39.659803","141.128240","1","2"
"03","岩手県","03201","盛岡市","032010106000","下飯岡十八地割","39.659573","141.131030","1","2"
"03","岩手県","03201","盛岡市","032010107000","下飯岡十九地割","39.658020","141.130223","1","2"
"03","岩手県","03201","盛岡市","032010108000","下飯岡一地割","39.674696","141.114649","1","2"
"03","岩手県","03201","盛岡市","032010109000","下飯岡二十地割","39.659330","141.133790","1","2"
"03","岩手県","03201","盛岡市","032010110000","下飯岡二十一地割","39.659946","141.135900","1","2"
"03","岩手県","03201","盛岡市","032010111000","下飯岡二地割","39.672718","141.114259","1","2"
"03","岩手県","03201","盛岡市","032010112000","下飯岡三地割","39.672040","141.118067","1","2"
"03","岩手県","03201","盛岡市","032010113000","下飯岡四地割","39.670657","141.114805","1","2"
"03","岩手県","03201","盛岡市","032010114000","下飯岡五地割","39.668456","141.118018","1","2"
"03","岩手県","03201","盛岡市","032010115000","下飯岡六地割","39.665555","141.118235","1","2"
"03","岩手県","03201","盛岡市","032010116000","下飯岡七地割","39.662543","141.120906","1","2"
"03","岩手県","03201","盛岡市","032010117000","下飯岡八地割","39.666407","141.123955","1","2"
"03","岩手県","03201","盛岡市","032010118000","下飯岡九地割","39.670224","141.121174","1","2"
"03","岩手県","03201","盛岡市","032010119001","下米内一丁目","39.716181","141.176873","1","3"
"03","岩手県","03201","盛岡市","032010119002","下米内二丁目","39.716913","141.174808","1","3"
"03","岩手県","03201","盛岡市","032010120000","下米内字伊勢沢","39.726232","141.190138","1","2"
"03","岩手県","03201","盛岡市","032010121000","下米内字一本松","39.716459","141.188690","1","2"
"03","岩手県","03201","盛岡市","032010122000","下米内字佐倉","39.723245","141.184391","1","2"
"03","岩手県","03201","盛岡市","032010123000","下米内字至沢","39.735336","141.193585","1","2"
"03","岩手県","03201","盛岡市","032010124000","下米内字寺並","39.718985","141.178792","1","2"
"03","岩手県","03201","盛岡市","032010125000","下米内字閉伊街道","39.732265","141.179547","1","2"
"03","岩手県","03201","盛岡市","032010126001","加賀野一丁目","39.706118","141.161823","1","3"
"03","岩手県","03201","盛岡市","032010126002","加賀野二丁目","39.707107","141.165265","2","3"
"03","岩手県","03201","盛岡市","032010126003","加賀野三丁目","39.707025","141.169440","1","3"
"03","岩手県","03201","盛岡市","032010126004","加賀野四丁目","39.709192","141.166756","1","3"
"03","岩手県","03201","盛岡市","032010127000","館向町","39.720060","141.128365","1","1"
"03","岩手県","03201","盛岡市","032010128000","岩清水","39.719501","141.163136","1","1"
"03","岩手県","03201","盛岡市","032010129000","岩脇町","39.745534","141.143643","1","1"
"03","岩手県","03201","盛岡市","032010130000","境田町","39.705473","141.124675","1","1"
"03","岩手県","03201","盛岡市","032010131000","玉山区芋田字芋田","39.868428","141.188726","1","2"
"03","岩手県","03201","盛岡市","032010132000","玉山区芋田字下芋田","39.864419","141.177612","1","2"
"03","岩手県","03201","盛岡市","032010133000","玉山区芋田字下武道","39.855568","141.171810","1","2"
"03","岩手県","03201","盛岡市","032010134000","玉山区芋田字上芋田","39.869319","141.175013","1","2"
"03","岩手県","03201","盛岡市","032010135000","玉山区芋田字上武道","39.861051","141.171798","1","2"
"03","岩手県","03201","盛岡市","032010136000","玉山区芋田字沢田","39.873649","141.190203","1","2"
"03","岩手県","03201","盛岡市","032010137000","玉山区芋田字昼久保","39.863858","141.189107","1","2"
"03","岩手県","03201","盛岡市","032010138000","玉山区芋田字武道","39.856511","141.180642","1","2"
"03","岩手県","03201","盛岡市","032010139000","玉山区永井字永井沢","39.916811","141.179674","1","2"
"03","岩手県","03201","盛岡市","032010140000","玉山区永井字荒屋","39.903191","141.195239","1","2"
"03","岩手県","03201","盛岡市","032010141000","玉山区永井字中島","39.894506","141.188899","1","2"
"03","岩手県","03201","盛岡市","032010142000","玉山区永井字鳥木沢","39.897329","141.182687","1","2"
"03","岩手県","03201","盛岡市","032010143000","玉山区永井字田端","39.897292","141.194836","1","2"
"03","岩手県","03201","盛岡市","032010144000","玉山区永井字百目木","39.903285","141.184084","1","2"
"03","岩手県","03201","盛岡市","032010145000","玉山区下田字牡丹野","39.840279","141.160995","1","2"
"03","岩手県","03201","盛岡市","032010146000","玉山区下田字下田","39.850867","141.156612","1","2"
"03","岩手県","03201","盛岡市","032010147000","玉山区下田字牛転","39.852496","141.143512","1","2"
"03","岩手県","03201","盛岡市","032010148000","玉山区下田字古河川原","39.866248","141.149954","1","2"
"03","岩手県","03201","盛岡市","032010149000","玉山区下田字柴沢","39.831026","141.142521","1","2"
"03","岩手県","03201","盛岡市","032010150000","玉山区下田字上下田","39.853881","141.161324","1","2"
"03","岩手県","03201","盛岡市","032010151000","玉山区下田字陣場","39.836915","141.160128","1","2"
"03","岩手県","03201","盛岡市","032010152000","玉山区下田字生出","39.871672","141.122559","1","2"
"03","岩手県","03201","盛岡市","032010153000","玉山区下田字生出向","39.839041","141.145732","1","2"
"03","岩手県","03201","盛岡市","032010154000","玉山区下田字生出袋","39.845398","141.159312","1","2"
"03","岩手県","03201","盛岡市","032010155000","玉山区下田字石羽根","39.845267","141.131853","1","2"
"03","岩手県","03201","盛岡市","032010156000","玉山区下田字船綱","39.832960","141.159339","1","2"
"03","岩手県","03201","盛岡市","032010157000","玉山区下田字大百刈","39.852969","141.157018","1","2"
"03","岩手県","03201","盛岡市","032010158000","玉山区下田字仲平","39.849979","141.116211","1","2"
"03","岩手県","03201","盛岡市","032010159000","玉山区下田字頭無","39.840569","141.150479","1","2"
"03","岩手県","03201","盛岡市","032010160000","玉山区巻堀字巻堀","39.894612","141.195862","1","2"
"03","岩手県","03201","盛岡市","032010161000","玉山区巻堀字上桑畑","39.900959","141.225370","1","2"
"03","岩手県","03201","盛岡市","032010162000","玉山区巻堀字新田","39.890460","141.194032","1","2"
"03","岩手県","03201","盛岡市","032010163000","玉山区巻堀字西郡","39.885802","141.220999","1","2"
"03","岩手県","03201","盛岡市","032010164000","玉山区巻堀字中道","39.892121","141.198785","1","2"
"03","岩手県","03201","盛岡市","032010165000","玉山区巻堀字幅下","39.888305","141.207103","1","2"
"03","岩手県","03201","盛岡市","032010167000","玉山区玉山字姥前","39.803135","141.203016","1","2"
"03","岩手県","03201","盛岡市","032010168000","玉山区玉山字舘","39.820671","141.206763","1","2"
"03","岩手県","03201","盛岡市","032010169000","玉山区玉山字舘花","39.806164","141.196068","1","2"
"03","岩手県","03201","盛岡市","032010170000","玉山区玉山字宮前","39.819438","141.186735","1","2"
"03","岩手県","03201","盛岡市","032010171000","玉山区玉山字金谷沢","39.805406","141.213329","1","2"
"03","岩手県","03201","盛岡市","032010172000","玉山区玉山字糠森","39.814544","141.219467","1","2"
"03","岩手県","03201","盛岡市","032010173000","玉山区玉山字高久保","39.808589","141.191154","1","2"
"03","岩手県","03201","盛岡市","032010174000","玉山区玉山字国名沢","39.811408","141.211494","1","2"
"03","岩手県","03201","盛岡市","032010175000","玉山区玉山字才の沢","39.810212","141.196808","1","2"
"03","岩手県","03201","盛岡市","032010176000","玉山区玉山字坂下","39.817850","141.198213","1","2"
"03","岩手県","03201","盛岡市","032010177000","玉山区玉山字山谷","39.811889","141.221950","1","2"
"03","岩手県","03201","盛岡市","032010178000","玉山区玉山字時舘","39.824066","141.224127","1","2"
"03","岩手県","03201","盛岡市","032010179000","玉山区玉山字祝の沢","39.805891","141.207285","1","2"
"03","岩手県","03201","盛岡市","032010180000","玉山区玉山字小森","39.806698","141.219587","1","2"
"03","岩手県","03201","盛岡市","032010181000","玉山区玉山字小田沢","39.827192","141.213462","1","2"
"03","岩手県","03201","盛岡市","032010182000","玉山区玉山字城内","39.815426","141.203429","1","2"
"03","岩手県","03201","盛岡市","032010183000","玉山区玉山字川久保","39.810435","141.216727","1","2"
"03","岩手県","03201","盛岡市","032010184000","玉山区玉山字大二子","39.835531","141.206168","1","2"
"03","岩手県","03201","盛岡市","032010185000","玉山区玉山字大平","39.856258","141.279969","1","2"
"03","岩手県","03201","盛岡市","032010186000","玉山区玉山字中の又","39.819216","141.224685","1","2"
"03","岩手県","03201","盛岡市","032010187000","玉山区玉山字中坪","39.807869","141.200592","1","2"
"03","岩手県","03201","盛岡市","032010188000","玉山区玉山字中里","39.808406","141.212700","1","2"
"03","岩手県","03201","盛岡市","032010189000","玉山区玉山字田畑","39.815173","141.199702","1","2"
"03","岩手県","03201","盛岡市","032010190000","玉山区玉山字二子沢","39.819248","141.191764","1","2"
"03","岩手県","03201","盛岡市","032010191000","玉山区玉山字日影","39.829510","141.204380","1","2"
"03","岩手県","03201","盛岡市","032010192000","玉山区玉山字白沢","39.806873","141.183455","1","2"
"03","岩手県","03201","盛岡市","032010193000","玉山区玉山字畑井沢","39.828900","141.190843","1","2"
"03","岩手県","03201","盛岡市","032010194000","玉山区玉山字立障子","39.820613","141.178118","1","2"
"03","岩手県","03201","盛岡市","032010195000","玉山区玉山字和田","39.810015","141.206536","1","2"
"03","岩手県","03201","盛岡市","032010196000","玉山区玉山字鮹の沢","39.820668","141.211865","1","2"
"03","岩手県","03201","盛岡市","032010197000","玉山区好摩字芋田向","39.865845","141.165296","1","2"
"03","岩手県","03201","盛岡市","032010198000","玉山区好摩字夏間木","39.870171","141.157191","1","2"
