"都道府県コード","都道府県名","市区町村コード","市区町村名","大字町丁目コード","大字町丁目名","緯度","経度","原典資料コード","大字・字・丁目区分コード"
"15","新潟県","15101","新潟市北区","151010001000","浦ノ入","37.953145","139.220629","1","1"
"15","新潟県","15101","新潟市北区","151010002000","浦木","37.895852","139.208973","1","1"
"15","新潟県","15101","新潟市北区","151010003000","横井","37.936269","139.219323","1","1"
"15","新潟県","15101","新潟市北区","151010004000","十二前","37.869087","139.180954","1","1"
"15","新潟県","15101","新潟市北区","151010005000","横土居","37.964064","139.228146","1","1"
"15","新潟県","15101","新潟市北区","151010006000","岡新田","37.868213","139.215399","1","1"
"15","新潟県","15101","新潟市北区","151010007000","下大谷内","37.942912","139.171896","1","1"
"15","新潟県","15101","新潟市北区","151010008000","下土地亀","37.912729","139.201951","1","1"
"15","新潟県","15101","新潟市北区","151010009000","嘉山","37.904197","139.223417","1","1"
"15","新潟県","15101","新潟市北区","151010010000","灰塚","37.873954","139.178159","1","1"
"15","新潟県","15101","新潟市北区","151010011000","笠柳","37.943617","139.223061","1","1"
"15","新潟県","15101","新潟市北区","151010012000","葛塚","37.926739","139.211768","1","1"
"15","新潟県","15101","新潟市北区","151010013000","高森","37.899478","139.160301","1","1"
"15","新潟県","15101","新潟市北区","151010014000","高森新田","37.910445","139.170103","1","1"
"15","新潟県","15101","新潟市北区","151010015000","三ツ屋","37.892535","139.164316","1","1"
"15","新潟県","15101","新潟市北区","151010016000","三軒屋町","37.948531","139.147106","1","1"
"15","新潟県","15101","新潟市北区","151010017000","山飯野","37.873467","139.194448","1","1"
"15","新潟県","15101","新潟市北区","151010018000","十二","37.872610","139.186151","1","1"
"15","新潟県","15101","新潟市北区","151010019000","松栄町","37.948417","139.168278","1","1"
"15","新潟県","15101","新潟市北区","151010020000","松潟","37.918666","139.170313","1","1"
"15","新潟県","15101","新潟市北区","151010021000","松浜みなと","37.958997","139.139051","1","1"
"15","新潟県","15101","新潟市北区","151010022000","松浜新町","37.949704","139.151523","1","1"
"15","新潟県","15101","新潟市北区","151010023000","上大月","37.867861","139.223120","1","1"
"15","新潟県","15101","新潟市北区","151010024000","上土地亀","37.904564","139.208861","1","1"
"15","新潟県","15101","新潟市北区","151010025000","上堀田","37.869027","139.202481","1","1"
"15","新潟県","15101","新潟市北区","151010026000","新井郷","37.914131","139.172868","1","1"
"15","新潟県","15101","新潟市北区","151010027000","新元島町","37.944101","139.145985","1","1"
"15","新潟県","15101","新潟市北区","151010028000","新崎","37.924316","139.157931","1","1"
"15","新潟県","15101","新潟市北区","151010029000","新鼻","37.904302","139.247012","1","1"
"15","新潟県","15101","新潟市北区","151010030000","新富町","37.965277","139.182635","1","1"
"15","新潟県","15101","新潟市北区","151010031000","森下","37.903777","139.161084","1","1"
"15","新潟県","15101","新潟市北区","151010032000","神谷内","37.952680","139.161003","1","1"
"15","新潟県","15101","新潟市北区","151010033000","須戸","37.916940","139.193043","1","1"
"15","新潟県","15101","新潟市北区","151010034000","西名目所","37.943513","139.149190","1","1"
"15","新潟県","15101","新潟市北区","151010035000","前新田","37.910682","139.225284","1","1"
"15","新潟県","15101","新潟市北区","151010036000","村新田","37.938504","139.249467","1","1"
"15","新潟県","15101","新潟市北区","151010037000","太子堂","37.886796","139.167769","1","1"
"15","新潟県","15101","新潟市北区","151010038000","太田","37.933185","139.235021","1","1"
"15","新潟県","15101","新潟市北区","151010039000","太夫浜","37.962172","139.167501","1","1"
"15","新潟県","15101","新潟市北区","151010040000","太郎代","37.981132","139.216864","1","1"
"15","新潟県","15101","新潟市北区","151010041000","大久保","37.887723","139.176139","1","1"
"15","新潟県","15101","新潟市北区","151010042000","大迎","37.882565","139.171997","1","1"
"15","新潟県","15101","新潟市北区","151010043000","大瀬柳","37.889862","139.185183","1","1"
"15","新潟県","15101","新潟市北区","151010044000","濁川","37.934720","139.157927","1","1"
"15","新潟県","15101","新潟市北区","151010045000","長戸","37.896344","139.203814","1","1"
"15","新潟県","15101","新潟市北区","151010046000","長戸呂","37.880035","139.184676","1","1"
"15","新潟県","15101","新潟市北区","151010047000","長戸呂新田","37.893575","139.195385","1","1"
"15","新潟県","15101","新潟市北区","151010048000","鳥屋","37.930566","139.203424","1","1"
"15","新潟県","15101","新潟市北区","151010049000","東栄町","37.952074","139.184161","1","1"
"15","新潟県","15101","新潟市北区","151010050000","内沼","37.894262","139.219448","1","1"
"15","新潟県","15101","新潟市北区","151010051000","内島見","37.942921","139.203731","1","1"
"15","新潟県","15101","新潟市北区","151010052000","白勢町","37.957385","139.200215","1","1"
"15","新潟県","15101","新潟市北区","151010053000","樋ノ入","37.940966","139.177413","1","1"
"15","新潟県","15101","新潟市北区","151010054000","浜浦","37.962480","139.212212","1","1"
"15","新潟県","15101","新潟市北区","151010055000","仏伝","37.917463","139.173848","1","1"
"15","新潟県","15101","新潟市北区","151010056000","平林","37.866803","139.194974","1","1"
"15","新潟県","15101","新潟市北区","151010057000","下早通","37.926245","139.180433","1","1"
"15","新潟県","15101","新潟市北区","151010058000","笹山","37.956682","139.205956","1","1"
"15","新潟県","15101","新潟市北区","151010059000","笹山東","37.957058","139.214006","1","1"
"15","新潟県","15101","新潟市北区","151010060000","早通","37.924707","139.180268","1","1"
"15","新潟県","15101","新潟市北区","151010061000","大月","37.879257","139.230363","1","1"
"15","新潟県","15101","新潟市北区","151010062000","名目所","37.945220","139.156874","1","1"
"15","新潟県","15101","新潟市北区","151010063000","木崎","37.934060","139.184735","1","1"
"15","新潟県","15101","新潟市北区","151010064000","里飯野","37.870295","139.212286","1","1"
"15","新潟県","15101","新潟市北区","151010065000","三ツ森川原","37.906515","139.157106","0","1"
"15","新潟県","15101","新潟市北区","151010066000","松浜町","37.959733","139.147425","1","1"
"15","新潟県","15101","新潟市北区","151010067000","横越","37.865930","139.188369","1","1"
"15","新潟県","15101","新潟市北区","151010068000","小杉","37.867002","139.182049","1","1"
"15","新潟県","15101","新潟市北区","151010069000","豊栄長場","37.882830","139.207402","1","1"
"15","新潟県","15101","新潟市北区","151010070001","かぶとやま一丁目","37.929825","139.220220","1","3"
"15","新潟県","15101","新潟市北区","151010070002","かぶとやま二丁目","37.927678","139.221306","1","3"
"15","新潟県","15101","新潟市北区","151010071001","すみれ野一丁目","37.921196","139.158400","1","3"
"15","新潟県","15101","新潟市北区","151010071002","すみれ野二丁目","37.921689","139.161807","1","3"
"15","新潟県","15101","新潟市北区","151010071003","すみれ野三丁目","37.916870","139.162250","1","3"
"15","新潟県","15101","新潟市北区","151010071004","すみれ野四丁目","37.919978","139.162260","0","3"
"15","新潟県","15101","新潟市北区","151010072001","つくし野一丁目","37.926979","139.153955","1","3"
"15","新潟県","15101","新潟市北区","151010072002","つくし野二丁目","37.928505","139.157817","1","3"
"15","新潟県","15101","新潟市北区","151010073001","嘉山一丁目","37.912760","139.218566","1","3"
"15","新潟県","15101","新潟市北区","151010073002","嘉山二丁目","37.911574","139.220320","1","3"
"15","新潟県","15101","新潟市北区","151010073003","嘉山三丁目","37.909240","139.222361","1","3"
