"都道府県コード","都道府県名","市区町村コード","市区町村名","大字町丁目コード","大字町丁目名","緯度","経度","原典資料コード","大字・字・丁目区分コード"
"33","岡山県","33101","岡山市北区","331010001000","京町","34.653452","133.923945","1","1"
"33","岡山県","33101","岡山市北区","331010002000","玉柏","34.719320","133.963073","1","1"
"33","岡山県","33101","岡山市北区","331010003000","錦町","34.663534","133.921121","1","1"
"33","岡山県","33101","岡山市北区","331010004000","金山寺","34.736510","133.947279","1","1"
"33","岡山県","33101","岡山市北区","331010005000","桑田町","34.659329","133.915932","1","1"
"33","岡山県","33101","岡山市北区","331010006000","建部町下神目","34.886794","133.920731","1","1"
"33","岡山県","33101","岡山市北区","331010007000","建部町角石畝","34.935195","133.888648","1","1"
"33","岡山県","33101","岡山市北区","331010008000","建部町角石谷","34.936818","133.901571","1","1"
"33","岡山県","33101","岡山市北区","331010009000","建部町吉田","34.844080","133.921184","1","1"
"33","岡山県","33101","岡山市北区","331010010000","建部町宮地","34.851991","133.905228","1","1"
"33","岡山県","33101","岡山市北区","331010011000","建部町建部上","34.862457","133.900392","1","1"
"33","岡山県","33101","岡山市北区","331010012000","建部町桜","34.845606","133.885159","1","1"
"33","岡山県","33101","岡山市北区","331010013000","建部町三明寺","34.911639","133.888394","1","1"
"33","岡山県","33101","岡山市北区","331010014000","建部町市場","34.846935","133.903792","1","1"
"33","岡山県","33101","岡山市北区","331010015000","建部町小倉","34.831664","133.939871","1","1"
"33","岡山県","33101","岡山市北区","331010016000","建部町西原","34.830583","133.895280","1","1"
"33","岡山県","33101","岡山市北区","331010017000","建部町川口","34.894806","133.902395","1","1"
"33","岡山県","33101","岡山市北区","331010018000","建部町大田","34.862150","133.924491","1","1"
"33","岡山県","33101","岡山市北区","331010019000","建部町中田","34.840481","133.895279","1","1"
"33","岡山県","33101","岡山市北区","331010020000","建部町鶴田","34.908828","133.870100","1","1"
"33","岡山県","33101","岡山市北区","331010021000","建部町田地子","34.857924","133.861806","1","1"
"33","岡山県","33101","岡山市北区","331010022000","建部町土師方","34.849338","133.950438","1","1"
"33","岡山県","33101","岡山市北区","331010023000","建部町品田","34.885862","133.884144","1","1"
"33","岡山県","33101","岡山市北区","331010024000","建部町富沢","34.856431","133.889378","1","1"
"33","岡山県","33101","岡山市北区","331010025000","建部町福渡","34.871134","133.909408","1","1"
"33","岡山県","33101","岡山市北区","331010026000","建部町豊楽寺","34.879192","133.911152","1","1"
"33","岡山県","33101","岡山市北区","331010027000","建部町和田南","34.926952","133.864411","1","1"
"33","岡山県","33101","岡山市北区","331010028000","原","34.708036","133.944166","1","1"
